"","file.names.full","Intercept","umol.L.sec","Temp.C","genotype","coral_num","wound","temp","date","chamber_vol","surf.area.cm2","umol.sec","blank_id","blank.umol.sec","umol.sec.corr","umol.cm2.hr","Rate.ln"
"21","20230701_F_H_24_O2",85.8839858217238,0.000776752253023215,30.1859,70,24,2,"H",20230701,0.647237297087639,9.39629769832077,0.00050274302875348,"20230701_F_H_blank_O2",-6.22356591410223e-05,0.000564978687894502,0.216460072011521,-1.15055820013801
"22","20230701_F_H_3_O2",89.0146145072193,0.00257711175603713,30.4094166666667,68,3,1,"H",20230701,0.646445120468643,17.493568,0.00166596131959258,"20230701_F_H_blank2_O2",-9.6330250345795e-05,0.00176229156993837,0.362661845300978,-0.770758847457005
"23","20230701_F_H_32_O2",84.9507310128152,0.00256691292463078,30.4483,70,32,0,"H",20230701,0.646129919758582,17.049415,0.00165855924201895,"20230701_F_H_blank2_O2",-9.6330250345795e-05,0.00175488949236475,0.37054656552809,-0.753860354549818
"24","20230701_F_H_43_O2",79.9341687800179,0.0032276275062645,30.5185166666667,69,43,2,"H",20230701,0.64601511155293,21.3323796983208,0.00208509614351077,"20230701_F_H_blank2_O2",-9.6330250345795e-05,0.00218142639385656,0.368132160075034,-0.759004629607258
"25","20230701_F_H_46_O2",82.0400998435196,0.00147491950287382,30.0706,69,46,1,"H",20230701,0.647035339016788,9.00552,0.000954325040564435,"20230701_F_H_blank_O2",-6.22356591410223e-05,0.00101656069970546,0.406375036526446,-0.68047770532609
"26","20230701_F_H_51_O2",84.687253806171,0.00185985389755336,30.4152333333333,69,51,0,"H",20230701,0.647321837675437,8.4441665,0.00120392404277207,"20230701_F_H_blank_O2",-6.22356591410223e-05,0.00126615970191309,0.539801640207724,-0.446597087844304
"27","20230701_F_H_56_O2",86.5806487709539,0.00255351935780326,30.48605,65,56,1,"H",20230701,0.646906440713171,13.8080715,0.00165188811904869,"20230701_F_H_blank2_O2",-9.6330250345795e-05,0.00174821836939448,0.45579037810024,-0.58736407362596
"28","20230701_F_H_58_O2",84.9327824353981,0.00133946529721205,30.51245,65,58,0,"H",20230701,0.647608336334086,9.7158665,0.000867448892704738,"20230701_F_H_blank2_O2",-9.6330250345795e-05,0.000963779143050533,0.357107100533125,-0.782837559892577
"29","20230701_F_H_63_O2",86.4715234253371,0.000966937909188262,30.5234666666667,65,63,2,"H",20230701,0.647332796640522,10.5858866983208,0.000625930620932577,"20230701_F_H_blank2_O2",-9.6330250345795e-05,0.000722260871278372,0.245623178360165,-1.06240617728676
"30","20230701_F_H_7_O2",89.2032504049034,0.00384033974027288,30.28655,68,7,2,"H",20230701,0.645571534394731,24.3083931983208,0.00247921401872503,"20230701_F_H_blank_O2",-6.22356591410223e-05,0.00254144967786605,0.376381061704638,-0.741537195220132
"31","20230701_F_H_74_O2",83.3191912215847,0.00139690979407348,30.5490833333333,67,74,1,"H",20230701,0.647031164172947,11.8347385,0.000903844170303955,"20230701_F_H_blank2_O2",-9.6330250345795e-05,0.00100017442064975,0.304242287595886,-0.905740859010227
"32","20230701_F_H_76_O2",87.025421176235,0.00122655854035164,30.3029666666667,67,76,2,"H",20230701,0.646578715471583,13.5619001983208,0.000793066645471263,"20230701_F_H_blank_O2",-6.22356591410223e-05,0.000855302304612285,0.227039592651292,-1.11767403696997
"33","20230701_F_H_81_O2",84.1061657256303,0.000255998469009201,30.5507833333333,67,81,0,"H",20230701,0.646621507620963,10.2396185,0.000165534115979388,"20230701_F_H_blank2_O2",-9.6330250345795e-05,0.000261864366325183,0.0920651212514078,-1.64992079127616
"34","20230701_F_H_92_O2",81.8205153631339,0.00114570645726196,30.46585,66,92,1,"H",20230701,0.647249821619165,9.7731715,0.000741558300090729,"20230701_F_H_blank2_O2",-9.6330250345795e-05,0.000837888550436524,0.308640729528944,-0.894918920878827
"35","20230701_F_H_97_O2",79.0539000254508,0.00127236397119566,30.3099,66,97,0,"H",20230701,0.646026070518015,22.4110435,0.000821980296580229,"20230701_F_H_blank_O2",-6.22356591410223e-05,0.000884215955721251,0.142036110036398,-1.41866834893047
"36","20230701_F_H_98_O2",84.1523940881273,0.00340722641179958,30.3644833333333,66,98,2,"H",20230701,0.646008327431687,20.2067681983208,0.00220109663546771,"20230701_F_H_blank_O2",-6.22356591410223e-05,0.00226333229460874,0.40323104519349,-0.686705879963445
"37","20230702_F_A_101_O2",85.6998329652025,0.0014421854211511,28.4492666666667,66,101,2,"A",20230702,0.647284470378168,10.0352876983208,0.000933504226516905,"20230702_F_A_blank_O2",0.000204433943667697,0.000729070282849208,0.261542378969,-1.01737601335806
"38","20230702_F_A_108_O2",84.1319673955389,0.00197369509086307,28.4119666666667,66,108,0,"A",20230702,0.647010031345855,14.707603,0.00127700052260648,"20230702_F_A_blank_O2",0.000204433943667697,0.00107256657893878,0.262533581045096,-1.0146381716122
"39","20230702_F_A_11_O2",81.8728586342785,0.00247816522822789,28.34025,68,11,0,"A",20230702,0.646718800632789,15.9021375,0.00160267604416942,"20230702_F_A_blank_O2",0.000204433943667697,0.00139824210050173,0.31654056329259,-0.875771431258863
"40","20230702_F_A_12_O2",89.4786591991136,0.00274208356038622,28.1769,68,12,1,"A",20230702,0.646204555409717,26.256994,0.00177194688803567,"20230702_F_A_blank2_O2",0.000105238563965001,0.00166670832407067,0.228516256150815,-1.11316895628243
"41","20230702_F_A_16_O2",80.9053268813794,0.00226271810501772,28.2158,68,16,2,"A",20230702,0.645835663173167,24.9628476983208,0.00146134404792805,"20230702_F_A_blank2_O2",0.000105238563965001,0.00135610548396305,0.19556982445538,-1.21885017747548
"42","20230702_F_A_20_O2",87.8030971400728,0.000740509330057101,28.18715,70,20,1,"A",20230702,0.647290242518427,8.018932,0.000479324463839819,"20230702_F_A_blank2_O2",0.000105238563965001,0.000374085899874818,0.167941222041707,-1.31698764326549
"43","20230702_F_A_29_O2",87.2203362177873,0.00144899477421484,28.27,70,29,2,"A",20230702,0.646841589798298,11.8611976983208,0.000937270083362553,"20230702_F_A_blank2_O2",0.000105238563965001,0.000832031519397552,0.252530439675181,-1.04261830676962
"44","20230702_F_A_34_O2",86.4150099178229,0.00125513141610399,28.51745,70,34,0,"A",20230702,0.647018427186232,10.827819,0.000812093154759632,"20230702_F_A_blank_O2",0.000204433943667697,0.000607659211091935,0.202032667883621,-1.19722009565734
"45","20230702_F_A_37_O2",85.9756919209578,0.00267828131970146,28.2567833333333,69,37,0,"A",20230702,0.646632743268928,11.468536,0.00173186439700448,"20230702_F_A_blank2_O2",0.000105238563965001,0.00162662583303948,0.510601614621267,-0.493310554365716
"46","20230702_F_A_42_O2",87.3284460575476,0.00143721469676848,28.23325,69,42,2,"A",20230702,0.646501033523019,14.1449981983208,0.000929160786855295,"20230702_F_A_blank2_O2",0.000105238563965001,0.000823922222890294,0.20969391164413,-1.17217085107859
"47","20230702_F_A_54_O2",86.2762940637439,0.00149056326677442,28.43265,69,54,1,"A",20230702,0.647492792167514,8.6715025,0.0009651289715061,"20230702_F_A_blank_O2",0.000204433943667697,0.000760695027838403,0.315804798559218,-0.877539363078357
"48","20230702_F_A_62_O2",82.9179939102101,0.00103304190457886,28.4308333333333,65,62,2,"A",20230702,0.647384170982641,8.04806019832077,0.000668774976986114,"20230702_F_A_blank_O2",0.000204433943667697,0.000464341033318417,0.207705668043473,-1.17861157614303
"49","20230702_F_A_67_O2",85.6021389833155,0.00103927039729072,28.24195,65,67,1,"A",20230702,0.64675605717446,9.7483655,0.000672154424489881,"20230702_F_A_blank2_O2",0.000105238563965001,0.00056691586052488,0.209357876239824,-1.17325649671887
"50","20230702_F_A_68_O2",81.9768585908715,0.00218007368975111,28.1018166666667,65,68,0,"A",20230702,0.647408833763747,8.8153145,0.0014113989650008,"20230702_F_A_blank2_O2",0.000105238563965001,0.00130616040103579,0.533410060835477,-0.45663726114603
"51","20230702_F_A_75_O2",87.1913378624173,0.00224349268039906,28.3151,67,75,1,"A",20230702,0.6464448863405,18.960105,0.00145029437078631,"20230702_F_A_blank_O2",0.000204433943667697,0.00124586042711862,0.236554467268352,-1.08899527889979
"52","20230702_F_A_77_O2",88.1235506301608,0.00152648709626713,28.4299666666667,67,77,0,"A",20230702,0.647308083679227,10.508481,0.000988107437045744,"20230702_F_A_blank_O2",0.000204433943667697,0.000783673493378047,0.268471206843403,-0.998392706515699
"53","20230702_F_A_78_O2",89.6486772307789,0.0013202529989936,28.3041166666667,67,78,2,"A",20230702,0.646769700415073,10.3185941983208,0.000853899636631192,"20230702_F_A_blank_O2",0.000204433943667697,0.000649465692963496,0.226588666026723,-1.11905380196672
"54","20230702_F_A_91_O2",84.6941340903907,0.00246614634386925,28.2454333333333,66,91,1,"A",20230702,0.646480043922077,13.2105295,0.00159431439670286,"20230702_F_A_blank2_O2",0.000105238563965001,0.00148907583273786,0.405787898044231,-0.681637871398209
"55","20230702_F_H_14_O2",86.439478821789,0.000875847829404103,30.3443,68,14,2,"H",20230702,0.646518874683819,11.7176211983208,0.000566252153060606,"20230702_F_H_blank_O2",-6.66885824734441e-05,0.00063294073553405,0.194458125020215,-1.22261847608462
"56","20230702_F_H_2_O2",90.0838568188398,0.00486896735564301,30.2711,68,2,1,"H",20230702,0.645352902351508,27.4640885,0.00314220221441896,"20230702_F_H_blank_O2",-6.66885824734441e-05,0.00320889079689241,0.420622256180563,-0.652730536316332
"57","20230702_F_H_28_O2",85.1154044775523,0.00205924263734083,30.6790833333333,70,28,0,"H",20230702,0.646925548202065,11.339482,0.00133217667204278,"20230702_F_H_blank2_O2",-0.000190114490772406,0.00152229116281519,0.483289111983658,-0.539072311634275
"58","20230702_F_H_33_O2",83.37888053212,0.000718035421131978,30.33135,70,33,2,"H",20230702,0.647351112361158,9.64938169832077,0.000464821028584499,"20230702_F_H_blank_O2",-6.66885824734441e-05,0.000531509611057943,0.198296083586535,-1.20966871665746
"59","20230702_F_H_35_O2",88.4030282067214,0.000828956277232098,30.2915,70,35,1,"H",20230702,0.64749803956775,7.299244,0.000536747564395164,"20230702_F_H_blank_O2",-6.66885824734441e-05,0.000603436146868608,0.29761577071913,-0.9222691401998
"60","20230702_F_H_45_O2",80.7498138816166,0.00296059316387022,30.7093333333333,69,45,2,"H",20230702,0.646169922568163,16.5944336983208,0.00191304625545385,"20230702_F_H_blank2_O2",-0.000190114490772406,0.00210316074622626,0.45626014265137,-0.586519211687934
"61","20230702_F_H_47_O2",89.1363801001054,0.00170825358796137,30.6653,69,47,0,"H",20230702,0.647035218866985,13.235728,0.0011053002341669,"20230702_F_H_blank2_O2",-0.000190114490772406,0.0012954147249393,0.352341254654182,-0.793318395837138
"62","20230702_F_H_50_O2",86.5925213632872,0.00188145947092226,30.27915,69,50,1,"H",20230702,0.646454856400947,17.7701235,0.00121627861209925,"20230702_F_H_blank_O2",-6.66885824734441e-05,0.0012829671945727,0.259912763153374,-1.02189360147129
"63","20230702_F_H_55_O2",84.7201894948488,0.00248577453975307,30.7295833333333,65,55,2,"H",20230702,0.646834243437968,13.9037676983208,0.00160788409377854,"20230702_F_H_blank2_O2",-0.000190114490772406,0.00179799858455095,0.46554250939946,-0.569969814899356
"64","20230702_F_H_60_O2",85.1364285067874,0.00313619909502261,30.3823,65,60,0,"H",20230702,0.64686415361931,18.8185695,0.00202869477318345,"20230702_F_H_blank_O2",-6.66885824734441e-05,0.00209538335565689,0.400847688256262,-0.691453239575902
"65","20230702_F_H_70_O2",85.6946266687242,0.0017942822759896,30.3652333333333,65,70,1,"H",20230702,0.647134919471458,10.904435,0.00116114271618159,"20230702_F_H_blank_O2",-6.66885824734441e-05,0.00122783129865504,0.405357331687349,-0.682489512429082
"66","20230702_F_H_73_O2",83.6054647449038,0.00237822621644226,30.8148666666667,67,73,2,"H",20230702,0.646614377368104,12.6700616983208,0.00153779526418531,"20230702_F_H_blank2_O2",-0.000190114490772406,0.00172790975495772,0.490958549844491,-0.526009399662576
"67","20230702_F_H_84_O2",85.815108016846,0.000725044066423375,30.85485,67,84,1,"H",20230702,0.646698860511894,11.5956275,0.000468885171576907,"20230702_F_H_blank2_O2",-0.000190114490772406,0.000658999662349312,0.204594256279578,-1.18877469529907
"68","20230702_F_H_89_O2",81.71954041882,0.00123975158963735,30.2640833333333,67,89,0,"H",20230702,0.646947587283053,10.0967485,0.000802054299746213,"20230702_F_H_blank_O2",-6.66885824734441e-05,0.000868742882219657,0.309750646556242,-0.892206483430847
"69","20230702_F_H_94_O2",86.8964054566869,0.00140355182077689,30.72305,66,94,2,"H",20230702,0.646117973305833,12.8201536983208,0.000906860057870076,"20230702_F_H_blank2_O2",-0.000190114490772406,0.00109697454864248,0.308039081905095,-0.896392320182372
"70","20230702_F_H_96_O2",79.8968702460461,0.000837995283116311,30.6096833333333,66,96,1,"H",20230702,0.646368799037086,15.2297065,0.000541654004746633,"20230702_F_H_blank2_O2",-0.000190114490772406,0.000731768495519038,0.172975531988652,-1.29837311422906
"71","20230702_F_H_99_O2",84.9286979591993,0.00226957384918162,30.3174166666667,66,99,0,"H",20230702,0.646861529919192,16.5598105,0.00146810001234621,"20230702_F_H_blank_O2",-6.66885824734441e-05,0.00153478859481966,0.333653512602138,-0.835509421798838
"72","20230703_F_A_1_O2",80.7404524108016,0.00222885944735921,27.8197666666667,68,1,0,"A",20230703,0.645828950446149,22.4680345,0.00143946195757998,"20230703_F_A_blank_O2",0.000134342804153774,0.00130511915342621,0.20911615354402,-1.17403817128068
"73","20230703_F_A_102_O2",85.2189760022992,0.000881050374229239,27.9303,66,102,2,"A",20230703,0.647199752320613,9.88488169832077,0.000570215583983147,"20230703_F_A_blank_O2",0.000134342804153774,0.000435872779829372,0.158741607160792,-1.35192537102218
"74","20230703_F_A_105_O2",80.0188736955453,0.00197629304941633,27.9274,66,105,1,"A",20230703,0.645736795698286,24.099971,0.0012761651410909,"20230703_F_A_blank2_O2",8.93735899137159e-05,0.00118679155117718,0.177280279060827,-1.28272644659286
"75","20230703_F_A_107_O2",85.4303625920852,0.00112559831354337,27.9073,66,107,0,"A",20230703,0.647560517214236,7.4710805,0.000728893026093617,"20230703_F_A_blank_O2",0.000134342804153774,0.000594550221939842,0.286488788199168,-0.950652419915733
"76","20230703_F_A_21_O2",85.068020757851,0.00147436566977106,27.9702833333333,70,21,0,"A",20230703,0.647251065759764,10.917466,0.000954284751078927,"20230703_F_A_blank2_O2",8.93735899137159e-05,0.000864911161165211,0.285201729063755,-0.953988110325367
"77","20230703_F_A_22_O2",86.1311327143871,0.000884162572011545,27.9748,70,22,1,"A",20230703,0.647099743474921,9.5967035,0.000572141373538797,"20230703_F_A_blank2_O2",8.93735899137159e-05,0.000482767783625081,0.181100105994761,-1.26904442399836
"78","20230703_F_A_27_O2",87.3610880656651,0.00169451274420391,27.7727166666667,70,27,2,"A",20230703,0.646574042526883,16.1082046983208,0.00109562795513324,"20230703_F_A_blank_O2",0.000134342804153774,0.00096128515097947,0.214836265638395,-1.15570256691914
"79","20230703_F_A_38_O2",85.362105183997,0.00149420145632959,28.0231333333333,69,38,1,"A",20230703,0.647148438881462,8.6132555,0.000966970139838101,"20230703_F_A_blank2_O2",8.93735899137159e-05,0.000877596549924385,0.366800634176913,-0.761853020008291
"80","20230703_F_A_4_O2",86.7032632807037,0.00332161501176046,28.0370166666667,68,4,2,"A",20230703,0.645712186191754,21.6481066983208,0.0021448072909312,"20230703_F_A_blank2_O2",8.93735899137159e-05,0.00205543370101748,0.341811015013008,-0.816873056181506
"81","20230703_F_A_44_O2",81.2381951776201,0.00206598449006949,27.8537,69,44,2,"A",20230703,0.646590274329064,18.5799341983208,0.00133584547819362,"20230703_F_A_blank2_O2",8.93735899137159e-05,0.00124647188827991,0.241513169525284,-1.07436903695121
"82","20230703_F_A_53_O2",85.5144326405036,0.0017832083398698,27.9292666666667,69,53,0,"A",20230703,0.647314945755442,8.235592,0.00115429740979347,"20230703_F_A_blank_O2",0.000134342804153774,0.0010199546056397,0.445849743443205,-0.605411536269334
"83","20230703_F_A_6_O2",84.5584296408502,0.00210758071610042,27.90195,68,6,1,"A",20230703,0.646461990731186,16.8488475,0.00136247082535694,"20230703_F_A_blank_O2",0.000134342804153774,0.00122812802120316,0.262407317552811,-1.0149865130944
"84","20230703_F_A_64_O2",85.2699246986191,0.00172405703695047,27.9969666666667,65,64,0,"A",20230703,0.647541143772924,7.920336,0.00111639786563667,"20230703_F_A_blank2_O2",8.93735899137159e-05,0.00102702427572295,0.466809412202035,-0.567732165442452
"85","20230703_F_A_65_O2",87.020070908433,0.00209045213621874,27.9100833333333,65,65,2,"A",20230703,0.64681228349437,15.9654131983208,0.00135213011976333,"20230703_F_A_blank_O2",0.000134342804153774,0.00121778731560955,0.274595732771608,-0.981907880463599
"86","20230703_F_A_71_O2",88.923742293879,0.00190982368807578,27.9172333333333,65,71,1,"A",20230703,0.646510162531205,18.4731695,0.00123472042298382,"20230703_F_A_blank2_O2",8.93735899137159e-05,0.0011453468330701,0.223202011926127,-1.12947772733561
"87","20230703_F_A_82_O2",87.0578332109626,0.000969281257067528,28.0480833333333,67,82,2,"A",20230703,0.647282482151081,9.54795969832077,0.00062739877797719,"20230703_F_A_blank2_O2",8.93735899137159e-05,0.000538025188063474,0.202859117364012,-1.19448754079449
"88","20230703_F_A_83_O2",90.6016438786612,0.00187248619524316,27.8479833333333,67,83,0,"A",20230703,0.646902867422668,11.238845,0.00121131668891216,"20230703_F_A_blank_O2",0.000134342804153774,0.00107697388475839,0.344973703715123,-0.809740091336948
"89","20230703_F_A_88_O2",82.4227909155053,0.000711171068714886,27.8748833333333,67,88,1,"A",20230703,0.647088224131438,6.9854795,0.000460190423908372,"20230703_F_A_blank_O2",0.000134342804153774,0.000325847619754598,0.167927116687774,-1.31704028811467
"90","20230703_F_H_10_O2",83.3975255248865,0.00143350964656291,30.55385,68,10,1,"H",20230703,0.646516969415991,18.5601475,0.000926788312324441,"20230703_F_H_blank_O2",-0.000400924519049116,0.00132771283137356,0.257528459455659,-1.02854031314756
"91","20230703_F_H_100_O2",85.8718383203053,0.00151270864205599,30.5723833333333,66,100,1,"H",20230703,0.646554145479049,12.7046755,0.000978048043423283,"20230703_F_H_blank2_O2",-0.000134541703744779,0.00111258974716806,0.315263706641309,-0.878841522866582
"92","20230703_F_H_13_O2",81.085592303778,0.0018485285276659,29.9341,68,13,2,"H",20230703,0.647081417246652,11.0867951983208,0.00119614845950292,"20230703_F_H_blank2_O2",-0.000134541703744779,0.0013306901632477,0.432089210813354,-0.630944114200019
"93","20230703_F_H_30_O2",84.1719042979264,0.00110860741787103,30.5293,70,30,1,"H",20230703,0.646539484496435,11.4202585,0.00071675846845926,"20230703_F_H_blank_O2",-0.000400924519049116,0.00111768298750838,0.352326416694522,-0.793351198953977
"94","20230703_F_H_31_O2",89.7794847941731,0.00173084328188334,30.4277666666667,70,31,2,"H",20230703,0.646770918579136,11.6072501983208,0.00111945909934021,"20230703_F_H_blank2_O2",-0.000134541703744779,0.00125400080308499,0.388929575392376,-0.715536817481298
"95","20230703_F_H_36_O2",85.9615122243814,0.0010959411840912,30.04895,70,36,0,"H",20230703,0.646624832359512,15.157251,0.000708662784438857,"20230703_F_H_blank2_O2",-0.000134541703744779,0.000843204488183636,0.200269571141963,-1.20307463732549
"96","20230703_F_H_39_O2",84.0977070577668,0.00304050731389939,30.3033833333333,69,39,2,"H",20230703,0.646996069383575,13.2121041983208,0.00196719628102492,"20230703_F_H_blank2_O2",-0.000134541703744779,0.0021017379847697,0.572676133309073,-0.396491293531846
"97","20230703_F_H_40_O2",78.3123739925203,0.00225000596235771,30.0898833333333,69,40,0,"H",20230703,0.645258742943746,26.901793,0.00145183601888687,"20230703_F_H_blank2_O2",-0.000134541703744779,0.00158637772263165,0.212289188362796,-1.16382563468784
"98","20230703_F_H_48_O2",82.5306157531428,0.00220665434484938,30.4876666666667,69,48,1,"H",20230703,0.646911768733541,10.265759,0.00142751066521007,"20230703_F_H_blank_O2",-0.000400924519049116,0.00182843518425918,0.641196297646677,-0.299489779663444
"99","20230703_F_H_61_O2",86.4870494417862,0.00104512943197157,30.5045833333333,65,61,0,"H",20230703,0.647509727381607,10.0055315,0.000676731473574405,"20230703_F_H_blank2_O2",-0.000134541703744779,0.000811273177319184,0.29189688107514,-0.936756532279413
"100","20230703_F_H_66_O2",76.76859159954,0.00173228630715766,30.42235,65,66,2,"H",20230703,0.646349938935489,23.4266811983208,0.00111966314885014,"20230703_F_H_blank_O2",-0.000400924519049116,0.00152058766789925,0.233670128435849,-1.09760241345623
"101","20230703_F_H_72_O2",78.6092399913289,0.00148670956594364,30.3489666666667,65,72,1,"H",20230703,0.646993974957487,12.577584,0.000961892131677196,"20230703_F_H_blank_O2",-0.000400924519049116,0.00136281665072631,0.390070139274341,-0.713206756745008
"102","20230703_F_H_79_O2",81.6822860051008,0.00237010265329245,30.4878333333333,67,79,2,"H",20230703,0.646943185124858,15.5676536983208,0.00153332175959389,"20230703_F_H_blank_O2",-0.000400924519049116,0.00193424627864301,0.447291977201802,-0.602772839807235
"103","20230703_F_H_8_O2",83.2333542711019,0.000463974080464628,30.4841833333333,68,8,0,"H",20230703,0.647350550998935,9.450772,0.000300353876638001,"20230703_F_H_blank_O2",-0.000400924519049116,0.000701278395687118,0.267131851712603,-1.00203422647754
"104","20230703_F_H_80_O2",86.9416720064875,0.00169079043890349,30.3923,67,80,1,"H",20230703,0.646435286798566,9.5758225,0.00109298660228885,"20230703_F_H_blank_O2",-0.000400924519049116,0.00149391112133797,0.561631132659015,-0.413047079760958
"105","20230703_F_H_86_O2",84.038237788819,0.00196161560579818,30.1828833333333,67,86,0,"H",20230703,0.646619596294293,12.334234,0.0012684190911058,"20230703_F_H_blank2_O2",-0.000134541703744779,0.00140296079485058,0.409482977334636,-0.674358837408147
"106","20230703_F_H_93_O2",81.8246744775171,0.00191096370426506,30.51755,66,93,2,"H",20230703,0.646690806781278,18.4407536983208,0.00123580265964091,"20230703_F_H_blank_O2",-0.000400924519049116,0.00163672717869003,0.319521530392798,-0.868640430451981
"107","20230703_F_H_95_O2",84.2650384284563,0.00315274671842564,30.53485,66,95,0,"H",20230703,0.646361458278972,18.211058,0.00203781396650584,"20230703_F_H_blank2_O2",-0.000134541703744779,0.00217235567025062,0.429435808337013,-0.635943352003569
